1	2.911824650487926e-146
2	4.461437108271794e-143
3	6.739200302130654e-140
4	9.474938533512401e-137
5	1.305761761028225e-133
6	1.6752137040871553e-130
7	2.0967919402402617e-127
8	2.4427746981539666e-124
9	2.762917508177418e-121
10	2.9069378878133814e-118
11	2.954109641366471e-115
12	2.789479147483785e-112
13	2.530201401137338e-109
14	2.128846958185153e-106
15	1.710243152782974e-103
16	1.271222035801563e-100
17	8.960886144002873e-98
18	5.822410880398708e-95
19	3.558632821220071e-92
20	1.9935273527254342e-89
21	1.0394590446067922e-86
22	4.922720808036662e-84
23	2.137230062274871e-81
24	8.296587208156398e-79
25	2.880718726280847e-76
26	8.689044413037022e-74
27	2.24866398218932e-71
28	4.865603918322697e-69
29	9.314574103041893e-67
30	2.18041247726283e-64
31	8.850706175503018e-62
32	4.151316397152351e-59
33	1.6600180295730463e-56
34	5.290151985464066e-54
35	1.3582442837899257e-51
36	2.7855635191964734e-49
37	4.528104318289686e-47
38	5.618710218835935e-45
39	5.044971514855978e-43
40	3.0700826650984543e-41
41	5.574454510418954e-12
42	1.3417275098072206e-8
43	5.898205164990498e-7
44	1.785581261837567e-5
45	0.0003837507187229497
46	0.0056042098894020015
47	0.050497106682158586
48	0.23991742618447948
49	0.45500002052991534
50	0.23062441087706465
51	0.017775206795780374
52	0.00017929656775867873
53	1.126987316725594e-7
54	7.328200843398448e-30
55	1.2766565136971687e-30
56	5.3975143323652545e-30
57	3.949742564249256e-30
58	4.742620726056445e-31
59	1.1237632525505321e-32
60	6.121775537323182e-35
61	1.5638474609902976e-38
62	1.2186925032337549e-55
63	1.2246424722408508e-56
64	1.3147698152743973e-58
65	2.217140319042921e-60
66	2.7588163731106764e-62
67	2.6786090028886933e-64
68	2.5181909713803494e-66
69	1.3047594946433153e-69
70	1.0506442686786942e-86
71	3.911506894494241e-88
72	4.346622129227866e-90
73	3.4177273822937944e-92
74	1.289615874567364e-93
75	3.776298252504155e-95
76	2.861745740770459e-97
77	1.4966156872324113e-100
78	8.762773508716537e-118
79	8.003916481683363e-120
80	8.817654145180008e-122
81	7.603851419817678e-124
82	3.2557748863874787e-125
83	1.905428236156969e-126
84	1.6622952381249957e-128
85	1.0841825190798597e-131
86	1.223025441207473e-148
87	1.017676563115911e-150
88	3.782110683260697e-153
89	4.449896357678477e-155
90	9.087257744828711e-156
91	2.354691909028147e-157
92	7.644411654436238e-160
93	2.5859859113517594e-163
94	1.0207905298656231e-179
95	1.1554312567557705e-181
96	2.71980583181441e-183
97	5.746693252153224e-185
98	2.096052830274914e-186
99	3.9548601321464995e-189
