1	3.610298939504743e-129
2	2.33479464867969e-126
3	1.4623662874622985e-123
4	8.629916792378836e-121
5	4.896764302551684e-118
6	2.611302849894718e-115
7	1.3319679620874377e-112
8	6.362242443921009e-110
9	2.8879815800781464e-107
10	1.2211955950540994e-104
11	4.865706765467258e-102
12	1.7920352119936438e-99
13	6.147181748007995e-97
14	1.9273743821692922e-94
15	5.5458679680265064e-92
16	1.442686224823645e-89
17	3.440518802338253e-87
18	7.754696583252392e-85
19	1.861241945695726e-82
20	5.459853604747445e-80
21	1.957470940496258e-77
22	7.253766534712585e-75
23	2.5144882287926133e-72
24	7.731849763127488e-70
25	2.107995988944404e-67
26	5.037446856376971e-65
27	1.0622869627008692e-62
28	1.9569796463385707e-60
29	3.152921581798269e-58
30	4.3862158586672495e-56
31	5.247795736649689e-54
32	5.348035624179193e-52
33	4.708492644184108e-50
34	3.804589588761978e-48
35	3.2699067224089745e-46
36	3.2400044128893273e-44
37	3.168374620137741e-42
38	2.4111159130901755e-40
39	1.271083705676883e-38
40	8.896227424032395e-9
41	2.929537147270339e-7
42	6.529198346689544e-6
43	0.0001083429797546093
44	0.001343363355943576
45	0.011796826618821024
46	0.06809885365382011
47	0.230509560400816
48	0.3814621504241408
49	0.23398225477476295
50	0.06351416714197664
51	0.009083926027633903
52	9.357754326928118e-5
53	1.4601714742841397e-7
54	1.3626769813073112e-11
55	5.9270301834567496e-30
56	3.56172944129232e-30
57	6.1163147615965324e-30
58	4.921284752837811e-31
59	4.2292331780946596e-32
60	4.760923476777253e-34
61	3.6885120687010685e-37
62	3.379719895495311e-41
63	1.9349720729789546e-54
64	9.698836927652347e-56
65	1.5222415904074488e-55
66	5.8194022131578065e-56
67	2.7928650533014744e-57
68	2.197805131587026e-59
69	7.115515838684234e-63
70	9.163642348773819e-67
71	7.86211369886404e-76
72	1.2157640564008237e-79
73	3.039733205055946e-85
74	1.1819525968419295e-86
75	1.0469333395265646e-87
76	9.673899853335845e-90
77	4.812811004365035e-93
78	6.897960138348375e-97
79	6.445720579477791e-101
80	1.2711585169186618e-104
81	4.6869962454577886e-113
82	1.632869601931048e-114
83	8.373069077589938e-116
84	6.68648230547731e-118
85	2.1614623584200906e-121
86	3.5387700435458956e-125
87	1.582639501755186e-129
88	2.0479140720670367e-133
89	1.2875217843503016e-138
90	1.4998754881518998e-142
91	4.2866175951375725e-147
92	5.804188675011241e-149
93	2.9855960390889213e-150
94	2.5120539020922357e-152
95	3.4280619976233286e-155
96	1.0438584687085778e-161
97	1.836515464358298e-165
98	2.6211778328863957e-174
99	3.9900020209509486e-175
