1	1.8866884466253924e-146
2	2.934863115595392e-143
3	4.514414624472315e-140
4	6.476560622643875e-137
5	9.139716801629064e-134
6	1.2036053532205755e-130
7	1.5527632093879075e-127
8	1.8699007158751289e-124
9	2.1968944978668035e-121
10	2.4094208327595484e-118
11	2.5673267768763223e-115
12	2.5531232432784804e-112
13	2.4563783197148773e-109
14	2.2046543142723683e-106
15	1.9062217145745004e-103
16	1.5364833074520397e-100
17	1.1880348774904042e-97
18	8.556016356939383e-95
19	5.886398125399343e-92
20	3.768137895492572e-89
21	2.2949082583757286e-86
22	1.2988994858956765e-83
23	6.965195595412446e-81
24	3.4649557992629967e-78
25	1.6251515094921333e-75
26	7.048989283546318e-73
27	2.863402152953057e-70
28	1.0694462041389976e-67
29	3.7041158995123236e-65
30	1.1683738109494322e-62
31	3.370432214763798e-60
32	8.730928092721568e-58
33	2.029836914965227e-55
34	4.1536829379346163e-53
35	7.427300266143712e-51
36	1.1326645081540625e-48
37	1.4442815514721998e-46
38	1.4808938374012912e-44
39	1.1585821432224457e-42
40	6.156215425489279e-41
41	5.7056834443976664e-12
42	1.3736299055126548e-8
43	6.05853819690803e-7
44	1.8420155915766754e-5
45	0.00039756062255457607
46	0.00582542847282631
47	0.052602164243499006
48	0.25066679513312856
49	0.4783423922220146
50	0.21099099432297655
51	0.0011549332739471385
52	6.919571170945417e-7
53	1.9150084279195918e-13
54	4.168144079004426e-31
55	1.9445848778284306e-32
56	1.1560819778543053e-35
57	2.6416266571892657e-37
58	1.0408896469570575e-40
59	1.2746063801082261e-46
60	1.5112072989654978e-51
61	3.220052970432706e-57
62	8.068602813025913e-62
63	2.5545977593100402e-64
64	1.40172163664718e-67
65	2.1016892389819442e-73
66	1.216873853712212e-75
67	1.8128495809473019e-75
68	7.744131043881874e-79
69	1.705111794177772e-84
70	2.710273715873686e-88
71	9.196457374492404e-88
72	3.457360555288671e-91
73	6.265954620346898e-97
74	1.986841416233047e-99
75	1.768517940096137e-99
76	7.496988992710427e-103
77	6.616483352127686e-109
78	8.092299126573726e-116
79	3.111424697553525e-118
80	1.6573990655831707e-121
81	5.690091078158043e-127
82	1.9149827681246047e-131
83	1.1155268870994909e-131
84	4.196889114783675e-135
85	2.612122348828853e-140
86	8.125971143289187e-143
87	2.6792169135377937e-143
88	1.1068663189455984e-146
89	1.0923250551874574e-152
90	1.6766205259687373e-155
91	3.868872975371721e-155
92	1.552937889395867e-158
93	2.6144852297900303e-164
94	1.2809238994538738e-165
95	6.031302376285902e-166
96	2.943758513003668e-169
97	5.010314583184197e-175
98	6.189905467063269e-182
99	3.780759784818517e-185
