1	1.0255797710529951e-146
2	1.548566095333989e-143
3	2.31123506006276e-140
4	3.2219460139434354e-137
5	4.418319983001513e-134
6	5.663728750598782e-131
7	7.115965585557054e-128
8	8.3615469777814e-125
9	9.593713599178236e-122
10	1.029569408371162e-118
11	1.0745419762071826e-115
12	1.0485583536074432e-112
13	9.906999315144266e-110
14	8.74288777363427e-107
15	7.433450594521629e-104
16	5.892722230892245e-101
17	4.4749865269101714e-98
18	3.159909481652606e-95
19	2.1233979423135665e-92
20	1.3216193079947995e-89
21	7.767030721631151e-87
22	4.205168649173107e-84
23	2.1295182027458126e-81
24	9.861765932377881e-79
25	4.2222249870237795e-76
26	1.636767808417079e-73
27	5.783443960218508e-71
28	1.8279379545572704e-68
29	5.190053418929246e-66
30	1.3073912698733118e-63
31	2.9586403642623717e-61
32	6.090149775098585e-59
33	1.191963716066785e-56
34	2.2891734039318866e-54
35	4.314414437665144e-52
36	7.462280335615709e-50
37	1.0984312404978805e-47
38	1.2780613343348187e-45
39	1.1061724818086216e-43
40	6.309204150074968e-42
41	5.66345238895781e-12
42	1.3634350339543277e-8
43	6.011807489056979e-7
44	1.8271591380506456e-5
45	0.0003942422065100974
46	0.005775793689853305
47	0.05215025280201945
48	0.24848447476198984
49	0.47347639268696473
50	0.21512643900560313
51	0.004562388925473231
52	1.1129051898936511e-5
53	4.5753926923680177e-10
54	1.015485979758943e-31
55	9.699336440210825e-34
56	4.236279940082343e-35
57	6.92401406083183e-37
58	2.6128944926951186e-39
59	8.723269572977519e-42
60	1.5467997439775409e-44
61	4.423438393913015e-49
62	7.32885338814652e-63
63	1.3439335725648183e-64
64	8.247853759476203e-66
65	9.518748526219701e-68
66	1.8643721786561596e-70
67	1.0399772133132204e-73
68	2.5140535280530824e-76
69	1.3284561133798267e-80
70	3.7812143634493806e-93
71	6.208242209738499e-95
72	1.1546880535874887e-96
73	1.0865069305140855e-98
74	2.181981437480504e-101
75	9.085590133726129e-105
76	1.3705530940000284e-107
77	5.259117258368313e-112
78	1.9346784096455416e-123
79	3.1460531261942117e-125
80	1.16659533789199e-127
81	4.2996643239849e-130
82	7.337018230761445e-133
83	3.820636381496245e-136
84	7.839021860139253e-139
85	2.7266708143232174e-143
86	1.0622028786367144e-154
87	9.104601020862462e-157
88	1.8079431873621247e-159
89	3.2857093565701785e-162
90	1.0249823944902351e-164
91	7.388344142869642e-167
92	1.6239412027167096e-169
93	5.557524624664446e-174
94	1.1814372269346774e-185
95	5.3714623884305815e-188
96	3.363742047286434e-190
97	3.4028736469819896e-192
98	1.3295794215740344e-194
99	6.882525497027745e-198
